#query	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000000001_01013	COG3579@1|root,COG3579@2|Bacteria,1TRJN@1239|Firmicutes,4HBZ9@91061|Bacilli,3F49B@33958|Lactobacillaceae	91061|Bacilli	E	Peptidase C1-like family	pepC	-	3.4.22.40	ko:K01372	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_C1_2
MGYG000000001_01502	2EBHA@1|root,335HT@2|Bacteria,1VIIQ@1239|Firmicutes,24QRQ@186801|Clostridia,36NCX@31979|Clostridiaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DUF1617
MGYG000000001_01694	29IBE@1|root,2ZRFU@2|Bacteria,1W52P@1239|Firmicutes	1239|Firmicutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_01824	COG1403@1|root,COG1403@2|Bacteria	2|Bacteria	V	endonuclease activity	-	-	-	ko:K07451	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	DUF2116,HNH,SAD_SRA
MGYG000000001_01856	2CA6K@1|root,2ZCAM@2|Bacteria,1VDRA@1239|Firmicutes,24KNT@186801|Clostridia,25TW5@186804|Peptostreptococcaceae	186801|Clostridia	S	Protein of unknown function (DUF998)	-	-	-	-	-	-	-	-	-	-	-	-	DUF998
MGYG000000001_01888	COG0577@1|root,COG0577@2|Bacteria,1TPHU@1239|Firmicutes,247QW@186801|Clostridia,36VPE@31979|Clostridiaceae	186801|Clostridia	V	FtsX-like permease family	-	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX
MGYG000000001_01952	COG0642@1|root,COG2205@2|Bacteria,1TQMV@1239|Firmicutes,247SE@186801|Clostridia,25T0A@186804|Peptostreptococcaceae	186801|Clostridia	T	His Kinase A (phosphoacceptor) domain	-	-	-	-	-	-	-	-	-	-	-	-	HAMP,HATPase_c,HisKA,PAS,PAS_3,PAS_8,PAS_9,Reg_prop,Y_Y_Y,dCache_1
MGYG000000001_01984	COG0681@1|root,COG0681@2|Bacteria,1V2YD@1239|Firmicutes,25CNY@186801|Clostridia,36WYI@31979|Clostridiaceae	186801|Clostridia	U	Peptidase S24-like	-	-	3.4.21.89	ko:K13280	ko03060,map03060	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_S24
MGYG000000001_02534	COG1376@1|root,COG2247@1|root,COG5263@1|root,COG1376@2|Bacteria,COG2247@2|Bacteria,COG5263@2|Bacteria,1TPVT@1239|Firmicutes,24DEH@186801|Clostridia,25QR1@186804|Peptostreptococcaceae	186801|Clostridia	M	L,D-transpeptidase catalytic domain	-	-	-	-	-	-	-	-	-	-	-	-	Amidase_3,CW_binding_1,CW_binding_2,Flg_new,Glucosaminidase,LRR_5,Phage_lysozyme,SH3_3,SLT,YkuD
MGYG000000001_02728	COG0642@1|root,COG2205@2|Bacteria,1TQMV@1239|Firmicutes,247SE@186801|Clostridia	186801|Clostridia	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	HAMP,HATPase_c,HisKA,PAS,PAS_3,PAS_4,PAS_8,PAS_9,Reg_prop,Y_Y_Y,dCache_1
MGYG000000001_00365	COG2255@1|root,COG2255@2|Bacteria,1TR47@1239|Firmicutes,247W0@186801|Clostridia,36E7R@31979|Clostridiaceae	186801|Clostridia	L	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing	ruvB	-	3.6.4.12	ko:K03551	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	RuvB_C,RuvB_N
MGYG000000001_02692	COG0642@1|root,COG2205@2|Bacteria,1TS1G@1239|Firmicutes,248TF@186801|Clostridia	186801|Clostridia	T	ATPase histidine kinase DNA gyrase B HSP90 domain protein	-	-	2.7.13.3	ko:K20487	ko02020,ko02024,map02020,map02024	M00816	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HAMP,HATPase_c,HisKA
MGYG000000001_02246	COG1210@1|root,COG1210@2|Bacteria,1TQ24@1239|Firmicutes,25E5A@186801|Clostridia,25SU1@186804|Peptostreptococcaceae	186801|Clostridia	M	Nucleotidyl transferase	galU	-	2.7.7.9	ko:K00963	ko00040,ko00052,ko00500,ko00520,ko01100,ko01130,map00040,map00052,map00500,map00520,map01100,map01130	M00129,M00361,M00362,M00549	R00289	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	GHMP_kinases_N,NTP_transferase
MGYG000000001_00338	COG2407@1|root,COG2407@2|Bacteria,1TQ5Q@1239|Firmicutes,248V0@186801|Clostridia,36E76@31979|Clostridiaceae	186801|Clostridia	G	Converts the aldose L-fucose into the corresponding ketose L-fuculose	fucI	-	5.3.1.25,5.3.1.3	ko:K01818	ko00051,ko01120,map00051,map01120	-	R03163	RC00434	ko00000,ko00001,ko01000	-	-	-	Fucose_iso_C,Fucose_iso_N1,Fucose_iso_N2
MGYG000000001_00153	COG0778@1|root,COG1148@1|root,COG0778@2|Bacteria,COG1148@2|Bacteria,1TPKH@1239|Firmicutes,249WN@186801|Clostridia,25R44@186804|Peptostreptococcaceae	186801|Clostridia	C	Nitroreductase family	-	-	-	-	-	-	-	-	-	-	-	-	Fer4,Fer4_10,Fer4_4,Fer4_7,Fer4_9,Nitroreductase
MGYG000000001_00154	COG0778@1|root,COG1148@1|root,COG0778@2|Bacteria,COG1148@2|Bacteria,1TPKH@1239|Firmicutes,249WN@186801|Clostridia,25R44@186804|Peptostreptococcaceae	186801|Clostridia	C	Nitroreductase family	-	-	-	-	-	-	-	-	-	-	-	-	Fer4,Fer4_10,Fer4_4,Fer4_7,Fer4_9,Nitroreductase
MGYG000000001_03088	COG1278@1|root,COG1278@2|Bacteria,1VEE0@1239|Firmicutes,24QJE@186801|Clostridia	186801|Clostridia	K	Cold shock protein	cspA	-	-	ko:K03704	-	-	-	-	ko00000,ko03000	-	-	-	CSD
MGYG000000001_00184	COG1278@1|root,COG1278@2|Bacteria,1VEE0@1239|Firmicutes,24QJE@186801|Clostridia	186801|Clostridia	K	Cold shock protein	cspA	-	-	ko:K03704	-	-	-	-	ko00000,ko03000	-	-	-	CSD
MGYG000000001_01868	COG4828@1|root,COG4828@2|Bacteria,1VESH@1239|Firmicutes,24PQW@186801|Clostridia,36MEW@31979|Clostridiaceae	186801|Clostridia	S	Protein of unknown function (DUF1622)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1622
MGYG000000001_00242	COG0531@1|root,COG0531@2|Bacteria,1TQ48@1239|Firmicutes,248C7@186801|Clostridia,36GTH@31979|Clostridiaceae	186801|Clostridia	E	amino acid	ykbA	-	-	ko:K03294	-	-	-	-	ko00000	2.A.3.2	-	-	AA_permease_2
MGYG000000001_00681	COG2088@1|root,COG2088@2|Bacteria,1V9ZG@1239|Firmicutes,24MVQ@186801|Clostridia,25TJJ@186804|Peptostreptococcaceae	186801|Clostridia	D	Could be involved in septation	spoVG	-	-	ko:K06412	-	-	-	-	ko00000	-	-	-	SpoVG
MGYG000000001_02462	COG0049@1|root,COG0049@2|Bacteria,1V1GG@1239|Firmicutes,24FQN@186801|Clostridia,25QHP@186804|Peptostreptococcaceae	186801|Clostridia	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA	rpsG	-	-	ko:K02992	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S7
MGYG000000001_01277	COG4825@1|root,COG4825@2|Bacteria,1TQ8Q@1239|Firmicutes,24B4X@186801|Clostridia,25QZP@186804|Peptostreptococcaceae	186801|Clostridia	S	Thiamine pyrophosphokinase C terminal	-	-	-	-	-	-	-	-	-	-	-	-	MAF_flag10,TPPK_C
MGYG000000001_00002	COG2116@1|root,COG2116@2|Bacteria,1TRTT@1239|Firmicutes,24BU5@186801|Clostridia,25SH9@186804|Peptostreptococcaceae	186801|Clostridia	P	Formate/nitrite transporter	fnt	-	-	ko:K21993	-	-	-	-	ko00000,ko02000	1.A.16.2	-	-	Form_Nir_trans
MGYG000000001_01788	COG0791@1|root,COG0791@2|Bacteria,1V83R@1239|Firmicutes,24BRC@186801|Clostridia,36PNJ@31979|Clostridiaceae	186801|Clostridia	M	NlpC/P60 family	-	-	-	-	-	-	-	-	-	-	-	-	NLPC_P60,PG_binding_1,SH3_4
MGYG000000001_02577	COG0097@1|root,COG0097@2|Bacteria,1V1FC@1239|Firmicutes,2496R@186801|Clostridia,36FMT@31979|Clostridiaceae	186801|Clostridia	J	This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center	rplF	-	-	ko:K02933	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L6
MGYG000000001_02405	29VN7@1|root,30H5F@2|Bacteria,1UH5C@1239|Firmicutes,24XYN@186801|Clostridia,25SJN@186804|Peptostreptococcaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_00952	COG0187@1|root,COG0187@2|Bacteria,1TQ0R@1239|Firmicutes,248AV@186801|Clostridia,36DYE@31979|Clostridiaceae	186801|Clostridia	L	A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner	gyrB	-	5.99.1.3	ko:K02470	-	-	-	-	ko00000,ko01000,ko03032,ko03400	-	-	-	DNA_gyraseB,DNA_gyraseB_C,HATPase_c,Toprim
MGYG000000001_00675	COG3087@1|root,COG3087@2|Bacteria,1V30Z@1239|Firmicutes,25J52@186801|Clostridia,25QYA@186804|Peptostreptococcaceae	186801|Clostridia	D	Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_02795	COG1752@1|root,COG1752@2|Bacteria,1V1ST@1239|Firmicutes,24GJT@186801|Clostridia,25RDS@186804|Peptostreptococcaceae	186801|Clostridia	S	Patatin-like phospholipase	-	-	-	-	-	-	-	-	-	-	-	-	Patatin
MGYG000000001_00711	COG1494@1|root,COG1494@2|Bacteria,1TP0D@1239|Firmicutes,249PW@186801|Clostridia,25QUF@186804|Peptostreptococcaceae	186801|Clostridia	G	Bacterial fructose-1,6-bisphosphatase, glpX-encoded	glpX	-	3.1.3.11	ko:K02446	ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200	M00003,M00165,M00167	R00762,R04780	RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	FBPase_glpX
MGYG000000001_00127	COG1757@1|root,COG1757@2|Bacteria,1TQPI@1239|Firmicutes,2495U@186801|Clostridia,25QUH@186804|Peptostreptococcaceae	186801|Clostridia	C	Na+/H+ antiporter family	-	-	-	-	-	-	-	-	-	-	-	-	Na_H_antiporter
MGYG000000001_00022	COG1143@1|root,COG4624@1|root,COG1143@2|Bacteria,COG4624@2|Bacteria,1TP6C@1239|Firmicutes,24897@186801|Clostridia,25SVF@186804|Peptostreptococcaceae	186801|Clostridia	C	Iron hydrogenase small subunit	hydA	-	1.12.7.2	ko:K00533	-	-	R00019	-	ko00000,ko01000	-	-	-	Fe_hyd_SSU,Fe_hyd_lg_C,Fer4,Fer4_6,Rubrerythrin,SLBB
MGYG000000001_01946	COG0595@1|root,COG0595@2|Bacteria,1UDEF@1239|Firmicutes,25DSR@186801|Clostridia,36UEI@31979|Clostridiaceae	186801|Clostridia	S	Metallo-beta-lactamase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	Lactamase_B_2,RMMBL
MGYG000000001_00315	COG3568@1|root,COG3568@2|Bacteria,1V9H0@1239|Firmicutes,24KPC@186801|Clostridia	186801|Clostridia	S	PFAM Endonuclease Exonuclease phosphatase	-	-	-	-	-	-	-	-	-	-	-	-	Exo_endo_phos
MGYG000000001_01997	COG1388@1|root,COG1388@2|Bacteria,1TSVC@1239|Firmicutes,248VQ@186801|Clostridia,25QMR@186804|Peptostreptococcaceae	186801|Clostridia	M	Lysin motif	-	-	-	-	-	-	-	-	-	-	-	-	DUF3794,LysM
MGYG000000001_01330	2AIN5@1|root,3194H@2|Bacteria,1V6U3@1239|Firmicutes,24JK0@186801|Clostridia,25RGJ@186804|Peptostreptococcaceae	186801|Clostridia	S	Domain of unknown function (DUF3842)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3842
MGYG000000001_01594	COG0740@1|root,COG0740@2|Bacteria,1TPX2@1239|Firmicutes,249QX@186801|Clostridia,36E2N@31979|Clostridiaceae	186801|Clostridia	OU	Clp protease	tepA	-	3.4.21.92	ko:K01358	ko04112,ko04212,map04112,map04212	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	CLP_protease
MGYG000000001_00395	COG0446@1|root,COG0446@2|Bacteria,1TPWW@1239|Firmicutes,2484C@186801|Clostridia,36EYM@31979|Clostridiaceae	186801|Clostridia	C	Pyridine nucleotide-disulphide oxidoreductase, dimerisation	noxE	-	-	-	-	-	-	-	-	-	-	-	DrsE_2,Pyr_redox_2,Pyr_redox_dim,Rhodanese,TusA
MGYG000000001_01458	COG1994@1|root,COG1994@2|Bacteria,1V6D4@1239|Firmicutes,24K0D@186801|Clostridia,36HB5@31979|Clostridiaceae	186801|Clostridia	S	peptidase	ywhC	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M50
MGYG000000001_03181	COG1066@1|root,COG1066@2|Bacteria,1TQ7Y@1239|Firmicutes,247TA@186801|Clostridia,36DMV@31979|Clostridiaceae	186801|Clostridia	O	DNA-dependent ATPase involved in processing of recombination intermediates, plays a role in repairing DNA breaks. Stimulates the branch migration of RecA-mediated strand transfer reactions, allowing the 3' invading strand to extend heteroduplex DNA faster. Binds ssDNA in the presence of ADP but not other nucleotides, has ATPase activity that is stimulated by ssDNA and various branched DNA structures, but inhibited by SSB. Does not have RecA's homology-searching function	radA	-	-	ko:K04485	-	-	-	-	ko00000,ko03400	-	-	-	AAA_25,ATPase,ChlI,Lon_C
MGYG000000001_01264	COG1638@1|root,COG1638@2|Bacteria,1TP3I@1239|Firmicutes,248MN@186801|Clostridia,25T9C@186804|Peptostreptococcaceae	186801|Clostridia	G	Bacterial extracellular solute-binding protein, family 7	-	-	-	-	-	-	-	-	-	-	-	-	DctP
MGYG000000001_02481	COG1930@1|root,COG1930@2|Bacteria,1VF03@1239|Firmicutes,24MYG@186801|Clostridia,36JHY@31979|Clostridiaceae	186801|Clostridia	P	Part of the energy-coupling factor (ECF) transporter complex CbiMNOQ involved in cobalt import	cbiN	-	-	ko:K02009	ko02010,map02010	M00245,M00246	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.18	-	-	CbiN
MGYG000000001_02435	COG1722@1|root,COG1722@2|Bacteria,1VK9I@1239|Firmicutes,24UH5@186801|Clostridia,25RXK@186804|Peptostreptococcaceae	186801|Clostridia	L	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides	xseB	-	3.1.11.6	ko:K03602	ko03430,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Exonuc_VII_S
MGYG000000001_02964	2CK8D@1|root,32SBU@2|Bacteria,1VAQG@1239|Firmicutes,24HSZ@186801|Clostridia,36IQJ@31979|Clostridiaceae	186801|Clostridia	S	Tryptophan transporter TrpP	trpP	-	-	-	-	-	-	-	-	-	-	iHN637.CLJU_RS14305	TrpP
MGYG000000001_01758	COG1388@1|root,COG1388@2|Bacteria,1V4FC@1239|Firmicutes,24CPD@186801|Clostridia	186801|Clostridia	M	LysM domain	-	-	-	-	-	-	-	-	-	-	-	-	LysM
MGYG000000001_01976	COG2309@1|root,COG2309@2|Bacteria,1TP65@1239|Firmicutes,24AR8@186801|Clostridia,36E9B@31979|Clostridiaceae	186801|Clostridia	E	aminopeptidase	pepS	-	-	ko:K19689	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M29
MGYG000000001_00828	COG0511@1|root,COG0511@2|Bacteria,1VAB7@1239|Firmicutes,24MNP@186801|Clostridia,25RWT@186804|Peptostreptococcaceae	186801|Clostridia	I	first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA	accB	-	-	ko:K02160	ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00376	R00742	RC00040,RC00367	ko00000,ko00001,ko00002	-	-	-	Biotin_lipoyl
MGYG000000001_01186	COG0612@1|root,COG0612@2|Bacteria,1TP5I@1239|Firmicutes,248HT@186801|Clostridia,36DH6@31979|Clostridiaceae	186801|Clostridia	S	Belongs to the peptidase M16 family	ymfH	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M16,Peptidase_M16_C
MGYG000000001_00946	COG0594@1|root,COG0594@2|Bacteria,1VA78@1239|Firmicutes,24QK5@186801|Clostridia,25RS0@186804|Peptostreptococcaceae	186801|Clostridia	J	RNaseP catalyzes the removal of the 5'-leader sequence from pre-tRNA to produce the mature 5'-terminus. It can also cleave other RNA substrates such as 4.5S RNA. The protein component plays an auxiliary but essential role in vivo by binding to the 5'-leader sequence and broadening the substrate specificity of the ribozyme	rnpA	-	3.1.26.5	ko:K03536	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	RNase_E_G,Ribonuclease_P
MGYG000000001_01661	COG4401@1|root,COG4401@2|Bacteria,1VAID@1239|Firmicutes,24N1H@186801|Clostridia,36KU9@31979|Clostridiaceae	186801|Clostridia	E	Catalyzes the Claisen rearrangement of chorismate to prephenate. Probably involved in the aromatic amino acid biosynthesis	aroH	-	5.4.99.5	ko:K06208	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00024,M00025	R01715	RC03116	ko00000,ko00001,ko00002,ko01000	-	-	-	CM_1
MGYG000000001_01578	COG1272@1|root,COG1272@2|Bacteria,1TSFK@1239|Firmicutes,24CPT@186801|Clostridia,25R01@186804|Peptostreptococcaceae	186801|Clostridia	S	Channel protein, hemolysin III family	yqfA	-	-	ko:K11068	-	-	-	-	ko00000,ko02042	-	-	-	HlyIII
MGYG000000001_01209	COG3856@1|root,COG3856@2|Bacteria,1VA6N@1239|Firmicutes,24N58@186801|Clostridia,36JGG@31979|Clostridiaceae	186801|Clostridia	S	small basic protein	sbp	-	-	-	-	-	-	-	-	-	-	-	DUF1290
MGYG000000001_00185	2F3YQ@1|root,33WQN@2|Bacteria,1VVFW@1239|Firmicutes,24NI0@186801|Clostridia,25TII@186804|Peptostreptococcaceae	186801|Clostridia	S	Protein of unknown function (DUF3785)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3785
MGYG000000001_02881	COG1472@1|root,COG1472@2|Bacteria,1TP63@1239|Firmicutes,24YIP@186801|Clostridia,25RRG@186804|Peptostreptococcaceae	186801|Clostridia	G	Glycosyl hydrolase family 3 N terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_3
MGYG000000001_00928	COG0629@1|root,COG0629@2|Bacteria,1V3WT@1239|Firmicutes,24HF9@186801|Clostridia,25RJ7@186804|Peptostreptococcaceae	186801|Clostridia	L	Plays an important role in DNA replication, recombination and repair. Binds to ssDNA and to an array of partner proteins to recruit them to their sites of action during DNA metabolism	ssb	-	-	ko:K03111	ko03030,ko03430,ko03440,map03030,map03430,map03440	-	-	-	ko00000,ko00001,ko03029,ko03032,ko03400	-	-	-	SSB
MGYG000000001_02221	COG1228@1|root,COG1228@2|Bacteria,1TP2J@1239|Firmicutes,24AGR@186801|Clostridia,25R7K@186804|Peptostreptococcaceae	186801|Clostridia	Q	Amidohydrolase family	hutI	-	3.5.2.7	ko:K01468	ko00340,ko01100,map00340,map01100	M00045	R02288	RC00683	ko00000,ko00001,ko00002,ko01000	-	-	-	Amidohydro_1,Amidohydro_3
MGYG000000001_03195	2DNH1@1|root,32XGD@2|Bacteria,1VAKU@1239|Firmicutes,24PM3@186801|Clostridia,264XN@186807|Peptococcaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	zf-HC2
MGYG000000001_01588	COG1595@1|root,COG1595@2|Bacteria,1UZSS@1239|Firmicutes,4HJ8P@91061|Bacilli,1ZH1D@1386|Bacillus	91061|Bacilli	K	Sigma-70, region 4	-	-	-	ko:K03088	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r2,Sigma70_r4,Sigma70_r4_2
MGYG000000001_01306	COG1243@1|root,COG1243@2|Bacteria,1TS1F@1239|Firmicutes,248YV@186801|Clostridia,36DYS@31979|Clostridiaceae	186801|Clostridia	BK	Radical SAM	-	-	-	-	-	-	-	-	-	-	-	-	Fer4_12,Fer4_14,Radical_SAM,Radical_SAM_C
MGYG000000001_00510	COG1363@1|root,COG1363@2|Bacteria,1TQ86@1239|Firmicutes,25CDF@186801|Clostridia,25S9H@186804|Peptostreptococcaceae	186801|Clostridia	E	M42 glutamyl aminopeptidase	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M42
MGYG000000001_00995	COG0662@1|root,COG0662@2|Bacteria,1UI0P@1239|Firmicutes,24SCP@186801|Clostridia,25TMY@186804|Peptostreptococcaceae	186801|Clostridia	G	Cupin	-	-	-	-	-	-	-	-	-	-	-	-	Cupin_2
MGYG000000001_02497	COG2188@1|root,COG2188@2|Bacteria,1UYBW@1239|Firmicutes,24N1N@186801|Clostridia,25T6Y@186804|Peptostreptococcaceae	186801|Clostridia	K	UTRA	-	-	-	ko:K03710	-	-	-	-	ko00000,ko03000	-	-	-	GntR,UTRA
MGYG000000001_01268	COG0524@1|root,COG0524@2|Bacteria,1TRRY@1239|Firmicutes,248Y3@186801|Clostridia,25STJ@186804|Peptostreptococcaceae	186801|Clostridia	G	pfkB family carbohydrate kinase	-	-	2.7.1.45	ko:K00874	ko00030,ko01100,ko01120,ko01200,map00030,map01100,map01120,map01200	M00061,M00308,M00631	R01541	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	PfkB
MGYG000000001_02359	COG1131@1|root,COG1131@2|Bacteria,1TQIH@1239|Firmicutes,248WG@186801|Clostridia,25R99@186804|Peptostreptococcaceae	186801|Clostridia	V	ABC transporter, ATP-binding protein	-	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
MGYG000000001_02980	COG0561@1|root,COG0561@2|Bacteria,1V2ZR@1239|Firmicutes,24IRJ@186801|Clostridia,25T98@186804|Peptostreptococcaceae	186801|Clostridia	S	Sucrose-6F-phosphate phosphohydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_3
MGYG000000001_01720	COG1357@1|root,COG1357@2|Bacteria,1V2UP@1239|Firmicutes,24G5Y@186801|Clostridia,25S24@186804|Peptostreptococcaceae	186801|Clostridia	S	Pentapeptide repeats (9 copies)	-	-	-	-	-	-	-	-	-	-	-	-	Pentapeptide,Pentapeptide_4
MGYG000000001_02235	COG0303@1|root,COG0303@2|Bacteria,1TQJ8@1239|Firmicutes,248WP@186801|Clostridia,25TAZ@186804|Peptostreptococcaceae	186801|Clostridia	H	MoeA N-terminal region (domain I and II)	moeA	-	2.10.1.1	ko:K03750	ko00790,ko01100,map00790,map01100	-	R09735	RC03462	ko00000,ko00001,ko01000	-	-	-	MoCF_biosynth,MoeA_C,MoeA_N
MGYG000000001_02290	COG1278@1|root,COG1278@2|Bacteria,1VEE0@1239|Firmicutes,24QJE@186801|Clostridia,25TW4@186804|Peptostreptococcaceae	186801|Clostridia	K	'Cold-shock' DNA-binding domain	-	-	-	ko:K03704	-	-	-	-	ko00000,ko03000	-	-	-	CSD
MGYG000000001_02147	COG1198@1|root,COG1198@2|Bacteria,1TNYB@1239|Firmicutes,248EI@186801|Clostridia,36DH7@31979|Clostridiaceae	186801|Clostridia	L	Involved in the restart of stalled replication forks. Recognizes and binds the arrested nascent DNA chain at stalled replication forks. It can open the DNA duplex, via its helicase activity, and promote assembly of the primosome and loading of the major replicative helicase DnaB onto DNA	priA	-	-	ko:K04066	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	DEAD,Helicase_C,ResIII
MGYG000000001_02918	COG1811@1|root,COG1811@2|Bacteria,1UH19@1239|Firmicutes,24AZ3@186801|Clostridia,36FKD@31979|Clostridiaceae	186801|Clostridia	S	Protein of unknown function (DUF554)	-	-	-	ko:K07150	-	-	-	-	ko00000	-	-	-	DUF554
MGYG000000001_01034	COG2385@1|root,COG2385@2|Bacteria,1TQSI@1239|Firmicutes,249H0@186801|Clostridia,36EBP@31979|Clostridiaceae	186801|Clostridia	D	stage II sporulation protein D	spoIID	-	-	ko:K06381	-	-	-	-	ko00000	-	-	-	SpoIID
MGYG000000001_02271	COG5652@1|root,COG5652@2|Bacteria,1VF6Q@1239|Firmicutes,24QQ8@186801|Clostridia,25U32@186804|Peptostreptococcaceae	186801|Clostridia	S	VanZ like family	-	-	-	-	-	-	-	-	-	-	-	-	VanZ
MGYG000000001_00635	COG1816@1|root,COG1816@2|Bacteria,1U44B@1239|Firmicutes,247KD@186801|Clostridia,25SX5@186804|Peptostreptococcaceae	186801|Clostridia	F	Adenosine/AMP deaminase	add	-	3.5.4.4	ko:K01488	ko00230,ko01100,ko05340,map00230,map01100,map05340	-	R01560,R02556	RC00477	ko00000,ko00001,ko01000	-	-	iHN637.CLJU_RS13960	A_deaminase
MGYG000000001_02162	COG1461@1|root,COG1461@2|Bacteria,1TQMX@1239|Firmicutes,247XI@186801|Clostridia,36E63@31979|Clostridiaceae	186801|Clostridia	S	DAK2 domain fusion protein YloV	yloV	-	-	ko:K07030	-	-	-	-	ko00000	-	-	-	Dak1_2,Dak2
MGYG000000001_02808	COG0527@1|root,COG0527@2|Bacteria,1TPQJ@1239|Firmicutes,24811@186801|Clostridia,25QTJ@186804|Peptostreptococcaceae	186801|Clostridia	E	Belongs to the aspartokinase family	lysC	-	2.7.2.4	ko:K00928	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01210,map01230	M00016,M00017,M00018,M00033,M00525,M00526,M00527	R00480	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000	-	-	-	AA_kinase,ACT,ACT_7
